scores,baselines
0.29545454545454597,0.19113636363636355
0.3299999999999991,0.16705000000000006
0.2666666666666665,0.1320555555555556
0.3000000000000005,0.17683333333333334
0.375,0.17924999999999994
0.2937499999999995,0.11718750000000001
0.38571428571428606,0.16942857142857137
0.3687499999999993,0.23000000000000004
0.23750000000000043,0.12612500000000001
0.2600000000000005,0.1433000000000001
0.4166666666666665,0.18866666666666654
0.3055555555555562,0.13522222222222222
0.2624999999999995,0.14962500000000006
0.3333333333333329,0.15266666666666664
0.2416666666666669,0.14216666666666666
0.3208333333333331,0.15479166666666663
0.2781249999999995,0.11599999999999996
0.35000000000000064,0.1854999999999999
0.25,0.14450000000000005
0.2888888888888886,0.15449999999999997
0.25,0.17833333333333326
0.283333333333334,0.1776666666666667
0.3333333333333329,0.1709166666666667
0.3000000000000005,0.24199999999999997
0.2666666666666665,0.18566666666666656
0.19999999999999962,0.1671666666666666
0.31428571428571384,0.17478571428571435
0.35454545454545483,0.12595454545454537
0.32499999999999957,0.15949999999999995
0.2857142857142854,0.148
0.35000000000000064,0.1556666666666667
0.3166666666666665,0.17916666666666667
0.2666666666666665,0.12399999999999994
0.30999999999999944,0.1693
0.3000000000000005,0.12566666666666662
