scores,baselines
0.6227272727272734,0.19118181818181815
0.5714285714285708,0.1697142857142855
0.5368421052631568,0.12552631578947365
0.723076923076923,0.18361538461538443
0.5777777777777772,0.18266666666666645
0.47647058823529415,0.1187647058823528
0.7142857142857142,0.16992857142857132
0.6499999999999991,0.2297500000000001
0.39999999999999925,0.12275
0.4636363636363632,0.14609090909090905
0.833333333333333,0.18466666666666653
0.589473684210525,0.144578947368421
0.5222222222222236,0.1603333333333331
0.4833333333333338,0.16233333333333327
0.541666666666666,0.14050000000000004
0.608333333333334,0.1522916666666667
0.566666666666668,0.11887878787878786
0.5833333333333341,0.19699999999999981
0.533333333333333,0.1393333333333333
0.5444444444444444,0.1557777777777777
0.5,0.17415384615384594
0.44166666666666743,0.18091666666666673
0.5,0.16715384615384593
0.6285714285714277,0.2489999999999998
0.600000000000001,0.18500000000000003
0.4166666666666665,0.1698333333333333
0.6137931034482748,0.1772068965517241
0.6217391304347827,0.12930434782608694
0.537500000000001,0.15687500000000001
0.533333333333333,0.14926666666666666
0.5833333333333341,0.16008333333333333
0.7083333333333337,0.17675000000000002
0.5111111111111123,0.12538888888888894
0.5900000000000015,0.17970000000000005
0.6714285714285713,0.12342857142857128
