scores,baselines
1.0,0.19500000000000015
0.9814814814814811,0.16768518518518516
1.0,0.12500000000000006
1.0,0.18357142857142833
1.0,0.2095833333333333
0.9880952380952397,0.11666666666666663
1.0,0.1727083333333333
1.0,0.22672839506172837
1.0,0.13666666666666644
0.9629629629629622,0.14527777777777776
1.0,0.20348484848484855
0.9895833333333323,0.1401041666666666
0.9791666666666677,0.1592708333333334
1.0,0.14424242424242428
0.9841269841269842,0.1411111111111109
1.0,0.1564166666666667
0.9939393939393952,0.1182727272727273
1.0,0.19099999999999998
1.0,0.13833333333333328
1.0,0.156111111111111
1.0,0.16939393939393937
1.0,0.177222222222222
1.0,0.16803030303030297
1.0,0.2595454545454544
1.0,0.19199999999999995
1.0,0.16733333333333328
0.9863945578231312,0.17336734693877554
1.0,0.1282894736842105
1.0,0.16130952380952374
1.0,0.1476923076923077
1.0,0.1545
1.0,0.18134920634920612
1.0,0.1287222222222222
0.9803921568627452,0.16333333333333314
1.0,0.1238888888888889
