6
11
9
11
3
0
1
1
6
4
3
1
1
3
3
3
3
3
4
3
1
1
0
0
1
5
3
1
5
6
6
11
10
11
3
0
1
1
6
4
3
1
1
3
3
3
5
5
5
3
3
0
1
1
9
8
6
5
3
1
9
11
8
6
6
11
11
10
11
1
10
11
1
2
2
6
4
3
1
6
11
11
3
3
1
10
11
6
4
3
1
10
1
11
11
6
6
4
3
1
10
1
11
11
6
1
1
3
1
11
10
1
1
1
1
1
2
4
2
4
5
4
2
4
4
2
0
11
9
7
4
2
4
7
5
4
2
6
4
2
0
11
9
7
6
11
11
9
11
1
10
11
1
2
2
6
4
2
1
6
11
11
3
3
1
10
11
0
1
4
3
1
11
6
4
3
0
1
4
3
1
10
1
11
11
