4
4
4
4
7
7
4
0
4
4
9
6
3
4
3
1
2
4
5
8
9
4
4
11
0
11
9
11
2
0
0
0
9
0
9
7
9
5
3
3
9
9
0
0
11
9
9
9
9
9
6
7
4
11
4
4
9
9
11
6
8
4
7
7
7
7
7
7
0
